Clinic,street1,street2,city,state,zip,county,phone,website,lat,lon,treatment
"Dr.Fessehaie Tekle, ",12388 Warwick Boulevard,Suite 302,Newport News,VA,23606,NEWPORT NEWS CITY,757-679-6058,,37.0675,-76.4916,BUPREN
"Dr.Fnu Nutan,MD",VCU Hospital,1250 E Marshall Street,Richmond,VA,23219,RICHMOND CITY,804-827-1081,,37.54,-77.4297,BUPREN
"Dr.FrancesseDorvilBataille,MD",3771 Fettler Park Drive,NA,Dumfries,VA,22026,PRINCE WILLIAM,703-441-1905,,38.5794,-77.3284,BUPREN
"Dr.FrancisD.Andres,MD",Dept. Psychiatry Inova Fairfax Hospital,"8500 Executive Park Avenue, Suite 202",Fairfax,VA,22031,FAIRFAX,703-852-7020,,38.8677,-77.2378,BUPREN
"Dr.FrederickGerardMoeller,M.D.",501 North Second Street,Suite 100,Richmond,VA,23219,RICHMOND CITY,804-828-4134,,37.5465,-77.438,BUPREN
"Dr.Gagandeep Khurana,MD",8101 Hinson Farm Road,Suite 214,Alexandria,VA,22306,FAIRFAX,703-386-6899,,38.7371,-77.077,BUPREN
"Dr.Gagandeep Singh,M.D.",New River Community Services,700 University Boulevard,Blacksburg,VA,24060,MONTGOMERY,540-961-8300,,37.2331,-80.4311,BUPREN
"Dr.GarlandVestalGreene,III,M.D.",755 Thimble Shoals Boulevard,Suite C,Newport News,VA,23606,NEWPORT NEWS CITY,757-814-3038,,37.0798,-76.4764,BUPREN
"Dr.Gatachew Woldeher,MD",2765 Jefferson Davis Highway,Suite 109,Stafford,VA,22554,STAFFORD,540-657-9191,,38.4552,-77.4066,BUPREN
"Dr.Gatachew Woldeher,MD",85 South Bragg Street,Suite 100,Alexandria,VA,22312,FAIRFAX,703-845-0700,,38.8152,-77.1424,BUPREN
"Dr.GebrehanaW.Zebro,MD",2629 Riva Road,NA,Annapolis,MD,21401,FAIRFAX,443-481-5400,,38.7795,-77.1499,BUPREN
"Dr.GeorgeM.Baylor,M.D.",1802 Braeburn Drive Suite 3C10,NA,Salem,VA,24153,SALEM,540-444-5670,,37.2877,-80.0406,BUPREN
"Dr.GeorgeM.Bright,M.D.",13821 Village Mill Drive,Suite B,Midlothian,VA,23114,CHESTERFIELD,804-378-9006,,37.5027,-77.657,BUPREN
"Dr.GeorgeOliverHalstead,M.D.",284 Blevins Boulevard,NA,Bristol,VA,24202,BRISTOL CITY,276-285-3911,,36.6304,-82.1504,BUPREN
"Dr.GeorgesMantovaniGay, ",9500 Courthouse Road,NA,Chesterfield,VA,23832,CHESTERFIELD,804-748-1275,,37.3851,-77.5134,BUPREN
"Dr.GeraldineJoyceVallesteros,M.D.",4000 Murray Place,NA,Lynchburg,VA,24501,LYNCHBURG CITY,434-439-3283,,37.3831,-79.1662,BUPREN
"Dr.GeraldK.Lee,M.D.",8551 RIXLEW LANE STE 140,NA,Manassas,VA,20109,MANASSAS CITY,703-361-4357,,38.7509,-77.4753,BUPREN
"Dr.GeranameoVladimirBullock, ",156 Strawberry Plains Road,Ste A,Williamsburg,VA,23188,YORK,757-208-0509,,37.2726,-76.7378,BUPREN
"Dr.GeranameoVladimirBullock, ",1313 Jamestown Road,Suite 104,Williamsburg,VA,23185,WILLIAMSBURG CITY,757-208-0509,,37.2513,-76.737,BUPREN
"Dr.GregoryJamesPleasants,MD",5500 Monument Avenue,Suite B,Richmond,VA,23226,RICHMOND CITY,804-533-1330,,37.5396,-77.4377,BUPREN
"Dr.GregoryMarcWeiss,MD",504 Wilborn Avenue,5th Floor,South Boston,VA,24592,HALIFAX,434-517-3913,,36.6989,-78.9017,BUPREN
"Dr.HamidS.Assadi,M.D.",2555 Chain Bridge Road,NA,Vienna,VA,22181,FAIRFAX,703-261-6550,,38.8924,-77.276,BUPREN
"Dr.Harish Goyal,MD",INSPIRE BEHAVIORAL HEALTH,2110 GALLOWS ROAD STE D,VIENNA,VA,22182,FAIRFAX,703-755-0020,,38.9044,-77.2234,BUPREN
"Dr.HaroldT.Green,Jr.",2421 Chamberlayne Avenue,NA,Richmond,VA,23222,RICHMOND CITY,804-329-8510,,37.5652,-77.4437,BUPREN
"Dr.Haroon Rashid,M.D.",320 23rd Street South,STE 200,Arlington,VA,22202,ARLINGTON,703-558-4922,,38.8433,-77.0508,BUPREN
"Dr.Hasan Badday,M.D.",16405 Sand Canyon Ave Suite 215,215,Irvine,CA,92618,ARLINGTON,949-485-4257,,38.8867,-77.0844,BUPREN
"Dr.HeidiAmandaKulberg,MD",Meridian Psychotherapy,4509 Whitechapel Drive,Virginia Beach,VA,23455,,757-460-4655,,36.8617,-76.1306,BUPREN
"Dr.Himanshu Patel,M.D.",400 East Burwell Street,NA,Salem,VA,24153,SALEM,540-387-3105,,37.2919,-80.0528,BUPREN
"Dr.Ijaz Rasul, ",19465 Deerfield Avenue,Suite 205,Lansdowne,VA,20176,LOUDOUN,919-297-2930,,39.0787,-77.4812,BUPREN
"Dr.IvorNormanPurchas,MD",3356 Western Branch Boulevard,Suite F,Chesapeake,VA,23321,CHESAPEAKE CITY,757-673-3644,,36.866,-76.4145,BUPREN
"Dr.Jalal Taslimi,MD",Deep Meadow Correctional Facility,3500 Woods Way,State Farm,VA,23160,POWHATAN,804-372-4313,,37.6222,-77.8498,BUPREN
"Dr.James Abrokwah,MD",Full Care Medical Center,163 Number Ten Street,Clinchco,VA,24226,DICKENSON,276-835-1122,,37.1678,-82.3591,BUPREN
"Dr.JamesEdwardThompson,M.D.",Virginia Center for Addiction Medicine,4212 Park Place Court,Glen Allen,VA,23060,HENRICO,804-332-5950,,37.6206,-77.5562,BUPREN
"Dr.JamesFloydAllen,D.O.",5267 Greenwich Rd,Suite 100,Virginia Beach,VA,23462,VIRGINIA BEACH CITY,757-552-0884,,36.8402,-76.1646,BUPREN
"Dr.JamesFraustoDeVoe,MD",Pain Care Center Madison Heights,4262 Amherst Highway,Madison Heights,VA,24572,AMHERST,434-528-4640,,37.4601,-79.1201,BUPREN
"Dr.JamesHowardCane,Sr",4317 East Parham Road,NA,Henrico,VA,23228,HENRICO,804-501-5545,,37.6287,-77.5164,BUPREN
"Dr.JamesM.DeSimone,MD",306 Garrisonville Road Street,Unit 102,Stafford,VA,22554,STAFFORD,540-658-9340,,38.4239,-77.4074,BUPREN
"Dr.JamesStewartReinhard,M.D.",226 Clay Drive,NA,Punding Mill,VA,24637,TAZEWELL,276-345-9325,,37.0647,-81.7408,BUPREN
"Dr.JannLeighHolwick,M.D.",1095 N Franklin St,NA,Christiansburg,VA,24073,MONTGOMERY,304-647-0677,,37.22,-80.4514,BUPREN
"Dr.JanPaulFruiterman,M.D.",6138 Redwood Square Centre,Suite 204,Centreville,VA,20121,FAIRFAX,703-691-4141,,38.8298,-77.4333,BUPREN
"Dr.JasonDeanKirby,DO",1516 Harmon St,NA,Norfolk,VA,23518,,757-231-7865,,36.9158,-76.2329,BUPREN
"Dr.JawadW.Bhatti,M.D.",7025 Old Jahnke Road,NA,Richmond,VA,23225,RICHMOND CITY,804-302-8572,,37.5162,-77.5244,BUPREN
"Dr.Jayashree Ravishankar, ","5855 Bremo Road, MOB North",Suite 306,Richmond,VA,23226,HENRICO,804-287-7650,,37.5736,-77.5218,BUPREN
"Dr.JeffersonMauriceSommers,M.D.",905 Southlake Boulevard,Suite C,Richmond,VA,23236,CHESTERFIELD,804-419-0492,,37.5055,-77.5973,BUPREN
"Dr.JeffreyD.Dodd,M.D.",2891 Anderson Highway,NA,Powhatan,VA,23139,POWHATAN,804-897-1259,,37.5277,-77.8481,BUPREN
"Dr.JenniferAllisonRoss,MD",2 Brookline Place,NA,Brookline,MA,2445,CHARLOTTESVILLE CITY,434-924-5185,,38.0319,-78.4992,BUPREN
"Dr.JenniferAnnJonkers,MD",322 East Valley Street,NA,Abingdon,VA,24210,WASHINGTON,276-628-1106,,36.7142,-81.9668,BUPREN
"Dr.JenniferLeighTermeer,MD",9576 Thornecrest Drive,NA,Mechanicsville,VA,23116,HANOVER,661-992-0113,,37.6698,-77.4015,BUPREN
"Dr.Jennifer Oldham,MD",800 Preston Avenue,NA,Charlottesville,VA,22903,CHARLOTTESVILLE CITY,434-972-1889,,38.0364,-78.4888,BUPREN
"Dr.JennyLynn-FrierdichAndrus,M.D.",250 Nat Turner Boulevard,NA,Newport News,VA,23606,NEWPORT NEWS CITY,757-596-1900,,37.086,-76.4876,BUPREN
"Dr.Jianyi Zhang,M.D.",900 South Washington Street,Suite 112,Falls Church,VA,22046,FALLS CHURCH CITY,540-551-5993,,38.8793,-77.183,BUPREN
"Dr.JitendraS.Desai,M.D.,F.A.P.A.","Avenues to Recovery, Inc.","20 Walnut Avenue, SW",Roanoke,VA,24016,ROANOKE CITY,540-344-3400,,37.2611,-79.9426,BUPREN
"Dr.JoelWayneMatch,M.D.",8805 Sudley Road,Second Floor,Manassas,VA,20110,MANASSAS CITY,571-398-6685,,38.7542,-77.4941,BUPREN
"Dr.JoelWayneMatch,M.D.",1346 Old Bridge Road,Suite 101,Woodbridge,VA,22192,PRINCE WILLIAM,571-398-6685,,38.675,-77.2575,BUPREN
"Dr.JoelWayneMatch,M.D.",11202 LEE HWY,Suite B1,FAIRFAX,VA,22030,FAIRFAX,571-398-6685,,38.8528,-77.3316,BUPREN
"Dr.Joginder Pal,M.D.","1545 Crossways Blvd,",NA,Chesapeake,VA,23320,CHESAPEAKE CITY,757-498-3314,,36.7799,-76.2389,BUPREN
"Dr.Joginder Pal,M.D.",4356 Bonney Road,Suite 101,Virginia Beach,VA,23452,VIRGINIA BEACH CITY,757-498-3314,,36.8373,-76.1254,BUPREN
"Dr.John BuAbbud,MD",440 Monticello Avenue,Suite 1802,Norfolk,VA,23510,ROANOKE,540-755-0098,,37.2335,-80.0198,BUPREN
"Dr.John Chardavoyne,M.D.",Bright Heart Health,12020 Sunrise Valley Dr,Reston,VA,20191,FAIRFAX,,,38.9488,-77.3632,BUPREN
"Dr.JohnDamonAllen,D.O.","NMCP, Physical Medicine & Rehabilitation",620 John Paul Jones Circle,Portsmouth,VA,23708,PORTSMOUTH CITY,757-953-2821,,36.8441,-76.3047,BUPREN
"Dr.JohnD.Gazewood,MD",Lee Street,UVA Health System Family Medicine,Charlottsville,VA,22908,ALBEMARLE,14349824162,,38.0312,-78.4969,BUPREN
"Dr.JohnF.Riedler,M.D.",Virginia Behavioral Medicine PLLC,"1301 First Colonial Road, Suite 200",Virginia Beach,VA,23454,VIRGINIA BEACH CITY,757-222-1230,,36.869,-76.0326,BUPREN
"Dr.JohnL.Bulette,M.D.",10150 Rogers Drive,NA,Nassawadox,VA,23413,NORTHHAMPTON,757-442-2504,,37.4764,-75.8598,BUPREN
"Dr.JohnM.Pitman,III",731 Thimble Shoals Boulevard,Suite 703,Newport News,VA,23606,NEWPORT NEWS CITY,757-229-5200,,37.0841,-76.4685,BUPREN
"Dr.JohnP.D.Shemo,M.D.",1228 Cedars Court,Suite 103,Charlottesville,VA,22903,CHARLOTTESVILLE CITY,434-984-6777,,38.0562,-78.5005,BUPREN
"Dr.JonathanChuang-YienLee,MD",5477 Mooretown Road,NA,Williamsburg,VA,23188,YORK,757-565-0106,,37.314,-76.7311,BUPREN
"Dr.JonathanTylerSchaaf, ",1807 Huguenot Road,Suite 117,Midlothian,VA,23113,CHESTERFIELD,804-506-0526,,37.5132,-77.5242,BUPREN
"Dr.JorgeRodolfoMinera,M.D.",493 Blackwell Road,Suite 202,Warrenton,VA,20186,FAUQUIER,540-347-4400,,38.7251,-77.7898,BUPREN
"Dr.JosephParimalGurrala,MD",8133 Leesburg Pike,Suite 510,Vienna,VA,22180,FAIRFAX,571-230-4831,,38.9152,-77.2273,BUPREN
"Dr.JosephS.Schwartzer,M.D.",Norfolk Community Services Board,3755 East Virginia Beach Boulevard,Norfolk,VA,23502,NORFOLK CITY,757-664-7699,,36.855,-76.2332,BUPREN
"Dr.JosephWahebIskandar,D.O.","2774 Electric RD, Suite A",NA,Roanoke,VA,24018,ROANOKE,540-344-5100,,37.2612,-79.9427,BUPREN
"Dr.JoshuaAaronWeiner,M.D.",1317 VINCENT PLACE,NA,McLean,VA,22101,FAIRFAX,703-288-9545,,38.9367,-77.1795,BUPREN
"Dr.Juanita Garrett,M.D.",2301 Hilliard Road,Suite 2,Henrico,VA,23228,HENRICO,804-262-8228,,37.6167,-77.4738,BUPREN
"Dr.KanchanPClark,MD",15941 Donald Curtis Drive,NA,Woodbridge,VA,22191,PRINCE WILLIAM,703-792-4922,,38.6083,-77.2956,BUPREN
"Dr.KanwarAjitSinghSidhu,M.D.",12325 Countryview Drive,NA,Glen Allen,VA,23059,HENRICO,304-993-8765,,37.6949,-77.6279,BUPREN
"Dr.KanwarAjitSinghSidhu,M.D.","Department of Behavioral Health, HHM VA",1201 Broad Rock Boulevard,Richmond,VA,23249,RICHMOND CITY,804-675-5000,,37.4978,-77.4669,BUPREN
"Dr.KarlChesterLewis,M.D.",The Laurels of Southwest Virginia,PO Box 1664,Lebanon,VA,24266,RUSSELL,276-889-3063,,36.9031,-82.0762,BUPREN
"Dr.KatherineNollerTyson,MD",1101 East Marshall Street,"11th Floor, Room 11-027",Richmond,VA,23298,,804-628-7023,,37.5402,-77.4313,BUPREN
"Dr.KathleenS.Kelley,MD","Spero Health of Virginia, LLC","2303 North Augusta Street, Suite B",Staunton,VA,24401,,540-779-7524,,38.1675,-79.0553,BUPREN
"Dr.KathrynMarieSteele,MD",Roanoke Memorial Hospital,1906 Belleview Avenue SE,Roanoke,VA,24014,ROANOKE CITY,540-819-6358,,37.2516,-79.9425,BUPREN
"Dr.KavianSadeghzadeMilani,MD",9401 Lee Highway,#400,Fairfax,VA,22031,FAIRFAX,703-383-4836,,38.8681,-77.2712,BUPREN
"Dr.Kenneth Brown,M.D.",Affinity Healthcare Group,600 Jefferson Avenue,Newport News,VA,23605,,757-933-2660,,37.0871,-76.473,BUPREN
"Dr.KennethEdwardFore,II,MD",18697 Forest Road,NA,Lynchburg,VA,24502,BEDFORD,434-239-9755,,37.3849,-79.2413,BUPREN
"Dr.Kevin Armstrong,M.D.",Horizon Behavioral Health OBOT Program,620 Court St,Lynchburg,VA,24504,LYNCHBURG CITY,434-455-2042,,37.4157,-79.1455,BUPREN
"Dr.KhinT.Maw,MD",6431 Sleepy Ridge Road,NA,Falls Church,VA,22042,FAIRFAX,17032161421,,38.8544,-77.1692,BUPREN
"Dr.KhusroYousufArastu,M.D.",22 A Ricketts Drive,NA,Winchester,VA,22601,WINCHESTER CITY,540-535-1112,,39.1656,-78.1732,BUPREN
"Dr.KimberlyLynnAbel,MD",Carilion Roanoke Memorial Hospital Emergency Department,1906 Belleview Avenue SE,Roanoke,VA,24014,ROANOKE CITY,540-581-0338,,37.2516,-79.9425,BUPREN
"Dr.KimberlyPalmerSimcox,D.O.",2900 Lamb Circle,Suite 202,Christiansburg,VA,24073,MONTGOMERY,540-731-4578,,37.0886,-80.5055,BUPREN
"Dr.Kirk Cumpston,DO",1250 E Marshall,"PO Box 980401, Virginia Commonwealth University Medical Center",Richmond,VA,23298,RICHMOND CITY,804-628-3465,,37.54,-77.4297,BUPREN
"Dr.K.LeGreeHallman,MD",4509 White Chapel Drive,NA,Virginia Beach,VA,23455,VIRGINIA BEACH CITY,757-460-4655,,36.8618,-76.1302,BUPREN
"Dr.KristinOrrBresowar,M.D.",308 West Main Street,NA,Saltville,VA,24370,SMYTH,276-496-4433,,36.8764,-81.7692,BUPREN
"Dr.KunalT.Joshi,M.D.","706 Campbell Avenue, SW",NA,Roanoke,VA,24018,ROANOKE,540-400-7841,,37.2264,-79.979,BUPREN
"Dr.LarryH.Pastor,M.D.","SaVida Health Woodbridge, Virginia","4001 Prince William PKWY, Suite 300",Woodbridge,VA,22192,PRINCE WILLIAM,703-214-5825,,38.6653,-77.3315,BUPREN
"Dr.LauraM.Wolfe,MD",PINNACLE TREATMENT CENTER,8500 AL PHILPOTT HWY STE 3,MARTINSVILLE,VA,24112,SWAIN,,,36.6934,-79.8305,BUPREN
"Dr.LaurenPateLehmann,M.D.",2152 WOODLAND PINE DR,NA,Conroe,TX,77384,SALEM,540-580-0123,,37.2632,-80.0316,BUPREN
"Dr.LelandCarpenterStillman, ",2801 Boulevard,Suite D,Colonial Heights,VA,23834,,804-733-3333,,37.2666,-77.4114,BUPREN
"Dr.LeopoldG.Campbell,M.D.",2222 Electric Rd,Ste 208,Roanoke,VA,24018,ROANOKE,540-492-4954,,36.5863,-79.3856,BUPREN
"Dr.LeopoldG.Campbell,M.D.",Associates in Brief Therapy,4346 Starkey Rd,Roanoke,VA,24018,ROANOKE,540-772-8043,,36.5763,-79.4052,BUPREN
"Dr.Leslie Parsons,D.O",SWVMHI,340 Bagley Circle,Marion,VA,24354,SMYTH,276-783-1200,,36.8315,-81.5102,BUPREN
"Dr.LesterAndrewHuff,M.D.",8700 Georgia Ave STE 304,NA,Silver Spring,MD,20910,FAIRFAX,202-683-7818,,38.8664,-77.1426,BUPREN
"Dr.LillianBrowneHunt,MD",4501 Arlington Boulevard,Suite 120,Arlington,VA,22203,ARLINGTON,703-841-1133,,38.8696,-77.1082,BUPREN
"Dr.LindsayHillSherrard,M.D.",Patterson Avenue Family Practice,9600 Patterson Avenue,Richmond,VA,23229,HENRICO,804-741-6200,,37.5967,-77.5919,BUPREN
"Dr.Lishan Kassa,M.D.",10520 Judicail Drive,Fairfax ADC Medical Section,Fairfax,VA,22030,FAIRFAX,703-246-4459,,38.8454,-77.321,BUPREN
"Dr.Lishan Kassa,M.D.",6395 Little river turn pike,NA,Alexandria,VA,22312,FAIRFAX,571-282-3636,,38.8188,-77.1512,BUPREN
"Dr.LouisaApongseAyafor, ",2113 Chesterfield Loop,NA,Chesapeake,VA,23323,CHESAPEAKE CITY,252-561-5139,,36.7191,-76.33,BUPREN
"Dr.LouisG.Chi,M.D.",2215 Landover Place,NA,Lynchburg,VA,24501,LYNCHBURG CITY,434-947-3944,,37.4117,-79.1756,BUPREN
"Dr.LouisKarlDuchin,M.D.",5700 W. Grace Street,Suite 102,Richmond,VA,23226,HENRICO,804-716-6267,,37.5843,-77.5082,BUPREN
"Dr.LouisMichaelLeone,MD",258 N Witchduck Road,Suite 1B,Virginia Beach,VA,23462,VIRGINIA BEACH CITY,757-385-0911,,36.8443,-76.1566,BUPREN
"Dr.Lydora Villafuerte,M.D.",14904 Jefferson Davis Highway,Suite 205,Woodbridge,VA,22191,PRINCE WILLIAM,703-497-4500,,38.6298,-77.2753,BUPREN
"Dr.Majid Ghauri,MD",4001 Fair Ridge Drive,Ste 202,Fairfax,VA,22033,FAIRFAX,703-520-1031,,38.8708,-77.3668,BUPREN
"Dr.MariaCarolinaHaine,M.D.",Insight Physicians,"2006 Bremo Road, Suite 101",Richmond,VA,23226,HENRICO,804-288-1881,,37.5906,-77.5086,BUPREN
"Dr.Maria Catolico,M.D.",6801 Lucy Corr Ct.,PO Box 92,Chesterfield,VA,23832,CHESTERFIELD,804-748-1227,,37.3823,-77.506,BUPREN
"Dr.MariaDoloresEncarnacion,M.D.","586 Ferney Creek Road, NW",NA,Willis,VA,24380,FLOYD,540-789-7309,,36.8897,-80.4417,BUPREN
"Dr.Maria Wasique,M.D.",21785 Filigree Court,Suite 215,Ashburn,VA,20147,LOUDOUN,571-223-5610,,39.0125,-77.4577,BUPREN
"Dr.Marija Petrovic, ","3615 Chain Bridge Road, Unit I (eye)",NA,Fairfax,VA,22030,FAIRFAX,703-582-0010,,38.8454,-77.321,BUPREN
"Dr.MarkDavidMilitana,M.D.",1101 West Franklin Street,NA,Richmond,VA,23220,RICHMOND CITY,804-370-3082,,37.5505,-77.4549,BUPREN
"Dr.MarkT.Schreiber,M.D.",770 Lynnhaven Parkway,Suite 4240,Virginia Beach,VA,23452,,757-802-4500,,36.817,-76.0658,BUPREN
"Dr.MarkVictorSakran,MD",1485 chian bridge Road,NA,Mclean,VA,22101,FAIRFAX,571-344-9893,,38.9296,-77.1804,BUPREN
"Dr.MarthaJaneWunsch,M.D.",Bldg C CDRP,3551 Whipple Rd,Union City,CA,94587,MONTGOMERY,540-239-7132,,37.22,-80.4514,BUPREN
"Dr.Mateusz Broszko,MD",3300 Rivermont Avenue,NA,Lynchburg,VA,24503,LYNCHBURG CITY,434-200-5999,,37.4382,-79.1872,BUPREN
"Dr.MatthewAaronSachs,MD",2528 Las Brisas Drive,NA,Virginia Beach,VA,23456,VIRGINIA BEACH CITY,757-689-0334,,36.8621,-76.0263,BUPREN
"Dr.MatthewSalvatoreDellacona,DO","Bland County Medical Clinic, Inc",12301 Grapefield Rd,Bastian,VA,24314,BLAND,276-688-4331,,37.1775,-81.1439,BUPREN
"Dr.MauriceLeeBlackburn,Jr",9376 Atlee Station Road,NA,Mechanicsville,VA,23116,HANOVER,804-730-0990,,37.6624,-77.4103,BUPREN
"Dr.MavisAkosAgyeiwaah,M.D.",1440 Amherst St,NA,Winchester,VA,22601,ROANOKE,540-536-5400,,39.1912,-78.1851,BUPREN
"Dr.Meenakshi Gopal,M.D.",Valley Family Practice an Internal Medicine,"812 Amherst Street, Suite 101",Winchester,VA,22601,WINCHESTER CITY,540-664-4352,,39.1883,-78.1778,BUPREN
"Dr.Meenakshi Parmar,M.D.",5050 Hwy 17 Bypass,NA,Myrtle Beach,SC,29588,HORRY,757-613-4242,,36.8367,-76.348,BUPREN
"Dr.MeghanAllyseRiley,MD",Carilion Clinic Roanoke Memorial Hospital,1906 Belleview Avenue SE,Roanoke,VA,24101,,973-670-8054,,37.2513,-79.9417,BUPREN
"Dr.Melanie Skeen,D.O.",Medical Care Clinic,"3170 Linden Drive, Suite 6",Bristol,VA,24202,WYTHE,276-644-9161,,36.9618,-81.0974,BUPREN
"Dr.MelissaFaithGross,MD",Lifestance Health,5131 River  Club Dr Suite 200,Suffolk,VA,23435,,804-207-6737,,36.8766,-76.4397,BUPREN
"Dr.MelissaLeaMorton-Fishman,M.D.",Hampton Roads Regional Jail,2690 Elmhurst Lane,Portsmouth,VA,23701,PORTSMOUTH CITY,757-488-7500,,36.8084,-76.3639,BUPREN
"Dr.MeredithRaeCary,MD",6900 Atmore Drive,VADOC Health Services Unit,Richmond,VA,23225,RICHMOND CITY,804-887-8103,,37.5044,-77.5251,BUPREN
"Dr.MichaelA.Sherer,M.D.",9901 Braddock Road,NA,Fairfax,VA,22032,FAIRFAX,703-323-4000,,38.8254,-77.2874,BUPREN
"Dr.MichaelDavidRorrer,MD",2057 Laurel Woods Drive,NA,Salem,VA,24153,SALEM,540-400-4422,,37.3268,-80.0455,BUPREN
"Dr.MichaelL.Dougan,MD",1651 Merrimac Trail,NA,Williamsburg,VA,23185,PRINCE WILLIAM,757-220-3200,,37.2457,-76.6534,BUPREN
"Dr.MichaelYuZhang,M.D",4417 Vestal Parkway E.,NA,Vestal,NY,13850,FAIRFAX,607-770-7365,,38.9617,-77.3664,BUPREN
"Dr.MihirRamanbhaiPatel,MD",821 WEST 21ST STREET,SUITE 206,NORFOLK,VA,23517,NORFOLK CITY,757-317-0076,,36.8711,-76.2972,BUPREN
"Dr.Mishka Terplan,M.D.",MOTIVATE Clinic,"501 N. 2nd Street Suite 100,",Richmond,VA,23219,RICHMOND CITY,804-628-6777,,37.5464,-77.438,BUPREN
"Dr.MohammedNormanOliver,MD",2421 Huntington Road,NA,Charlottesville,VA,22901,ALBEMARLE,434-882-1650,,38.0718,-78.4652,BUPREN
"Dr.MoisesEladioQuinones,M.D.",Quality Medical Care,"2955 Market Street, Suite B-4",Christiansburg,VA,24073,MONTGOMERY,540-392-6555,,37.1698,-80.4195,BUPREN
"Dr.MoniqueNSessler,M.D.",117 Bulifants Boulevard,Suite A,williamsburg,VA,23188,YORK,757-565-5440,,37.3356,-76.7358,BUPREN
"Dr.MuhammadHasnainAbbas, ",207 N 4th Avenue,NA,Hopewell,VA,23860,,202-255-9330,,37.3031,-77.2907,BUPREN
"Dr.MukeshP.Patel,MD",The Center,400 E. Burwell Street,Salem,VA,24153,SALEM,540-387-3105,,37.2919,-80.0528,BUPREN
"Dr.MukundM.Morjaria,M.D.",6408 D Seven Corners Place,NA,Falls Church,VA,22044,FAIRFAX,703-237-0800,,38.8711,-77.1586,BUPREN
"Dr.NadeemAnwarKhan,MD",12230 Branders Creek Drive,NA,Chester,VA,23831,CHESTERFIELD,804-715-4709,,37.3513,-77.4873,BUPREN
"Dr.Naheed Saleem,MD",6289 Dunaway Court,NA,Mclean,VA,22101,FAIRFAX,304-263-0811,,38.9445,-77.1529,BUPREN
"Dr.Nassima AitdaoudTiouririne,M.D.",University of Virginia,1300 Jefferson Park Ave,Charlottesville,VA,22908,ALBEMARLE,434-924-2241,,38.0346,-78.5162,BUPREN
"Dr.NathanPhillipCharlton, ",University of Virginia Health System,1215 Lee Street,Charlottesville,VA,22923,,434-924-5185,,38.0312,-78.4989,BUPREN
"Dr.Navneet Sidhu,M.D.",8300 ARLINGTON BLVD.,STE G1,FAIRFAX,VA,22031,FAIRFAX,571-213-8186,,38.8663,-77.2316,BUPREN
"Dr.Nazir Chaudhary,M.D.",Post Office Box 13135,NA,Richmond,VA,23225,RICHMOND CITY,804-330-8101,,37.5141,-77.525,BUPREN
"Dr.Nazir Chaudhary,M.D.",909 Hioaks Road,Suite C,Richmond,VA,23225,RICHMOND CITY,,,37.5132,-77.5242,BUPREN
"Dr.NealR.Sanders,M.D.",Watauga Medical Center,198 Ross Carter Boulevard,Duffield,VA,24244,SCOTT,276-431-2900,,36.719,-82.796,BUPREN
"Dr.NicholasT.C.McClean-Rice,MD",P.O. Box 1330,NA,Parksley,VA,23421,ACCOMACK,757-665-1260,,37.7829,-75.6521,BUPREN
"Dr.NicoleWoodKarjane, ",1250 E. Marshall Street,"Main Hospital, 8-454",Richmond,VA,23298,RICHMOND CITY,804-828-8614,,37.54,-77.4297,BUPREN
"Dr.Nina Khachiyants,M.D.",4113 Oak Village Landing,NA,Fairfax,VA,22033,FAIRFAX,450-588-7518,,38.8719,-77.3803,BUPREN
"Dr.Nitinkumar Doshi, ",22075 Auction Barn Drive,NA,Ashburn,VA,20148,LOUDOUN,202-207-8594,,39.0073,-77.5292,BUPREN
"Dr.Nooreddin Mirmirani,MD",5537 Hempstead Way,NA,Springfield,VA,22151,FAIRFAX,703-922-8484,,38.7997,-77.186,BUPREN
"Dr.Norah Silver,MD",1906 Braeburn Avenue,NA,Salem,VA,24153,SALEM,760-636-2377,,37.2637,-80.028,BUPREN
"Dr.Oluwakemi Aje,MD",3300 Gallows Road,NA,Falls Church,VA,22042,FAIRFAX,703-776-4001,,38.7886,-77.2977,BUPREN
"Dr.OnanWalkerBomar,MD",500 Folar Trail,NA,Hopewell,VA,23860,HOPEWELL CITY,804-524-6606,,37.308,-77.3418,BUPREN
"Dr.PamelaMcGheeSomervell,MD",308 W. Main Street,NA,Saltville,VA,24370,SMYTH,276-496-4433,,36.8815,-81.7621,BUPREN
"Dr.Partam Manalai, ",1000 Duke Street,NA,Alexandria,VA,22314,ALEXANDRIA CITY,202-489-4665,,38.8031,-77.051,BUPREN
"Dr.ParthivJSheth,MD",9228 George Washington Highway,NA,Gloucester,VA,23061,GLOUCESTER,804-693-5057,,37.4336,-76.5693,BUPREN
"Dr.Patricia King,MD",816 Greenbrier Circle Suite 209,NA,Chesapeake,VA,23320,,757-436-2444,,36.792,-76.2288,BUPREN
"Dr.PaulDanielWeidman, ","Prestera,  East Hills Professional Center 5187 US Route 60 East",Suite 15A,Huntington,WV,25705,CABELL,304-525-7851,,36.7336,-78.1315,BUPREN
"Dr.PaulErnstStromberg,MD","Department of Emergency Medicine, Roanoke Memorial Hospital",1906 Belleview Avenue,Roanoke,VA,24014,ROANOKE CITY,540-981-7000,,37.2516,-79.9425,BUPREN
